id,title,ingredients,steps,time_min,tags
184,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",29,"[""гаряча страва"", ""борошняне""]"
185,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",61,"[""салат"", ""холодна страва""]"
186,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",89,"[""суп"", ""гаряча страва"", ""обід""]"
187,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",79,"[""суп"", ""гаряча страва"", ""обід""]"
188,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",83,"[""суп"", ""українська кухня""]"
189,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",32,"[""суп"", ""гаряча страва"", ""обід""]"
190,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",27,"[""салат"", ""холодна страва""]"
191,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",76,"[""гаряча страва"", ""запечене""]"
192,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",45,"[""салат"", ""холодна страва""]"
193,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",56,"[""суп"", ""українська кухня""]"
194,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",58,"[""гаряча страва"", ""запечене""]"
195,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",13,"[""суп"", ""українська кухня""]"
196,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",38,"[""салат"", ""холодна страва""]"
197,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",47,"[""гаряча страва"", ""борошняне""]"
198,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",29,"[""гаряча страва"", ""борошняне""]"
199,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",89,"[""гаряча страва"", ""борошняне""]"
200,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",22,"[""суп"", ""українська кухня""]"
201,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",71,"[""гаряча страва"", ""запечене""]"
202,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",72,"[""гаряча страва"", ""борошняне""]"
203,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",45,"[""суп"", ""гаряча страва"", ""обід""]"
204,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",73,"[""гаряча страва"", ""борошняне""]"
205,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",55,"[""гаряча страва"", ""борошняне""]"
206,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",19,"[""гаряча страва"", ""борошняне""]"
207,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",72,"[""салат"", ""холодна страва""]"
208,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",86,"[""суп"", ""гаряча страва"", ""обід""]"
209,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",77,"[""гаряча страва"", ""борошняне""]"
210,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",76,"[""суп"", ""гаряча страва"", ""обід""]"
211,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",75,"[""гаряча страва"", ""запечене""]"
212,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",13,"[""суп"", ""гаряча страва"", ""обід""]"
213,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",26,"[""гаряча страва"", ""запечене""]"
214,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",62,"[""гаряча страва"", ""запечене""]"
215,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",85,"[""суп"", ""гаряча страва"", ""обід""]"
216,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",74,"[""суп"", ""гаряча страва"", ""обід""]"
217,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",17,"[""гаряча страва"", ""запечене""]"
218,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",11,"[""суп"", ""гаряча страва"", ""обід""]"
219,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",73,"[""гаряча страва"", ""запечене""]"
220,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",72,"[""салат"", ""холодна страва""]"
221,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",44,"[""гаряча страва"", ""запечене""]"
222,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",81,"[""салат"", ""холодна страва""]"
223,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",27,"[""салат"", ""холодна страва""]"
224,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",63,"[""салат"", ""холодна страва""]"
225,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",12,"[""гаряча страва"", ""запечене""]"
226,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",32,"[""суп"", ""українська кухня""]"
227,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",58,"[""салат"", ""холодна страва""]"
228,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",50,"[""суп"", ""гаряча страва"", ""обід""]"
229,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",90,"[""салат"", ""холодна страва""]"
230,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",84,"[""суп"", ""українська кухня""]"
231,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",21,"[""гаряча страва"", ""борошняне""]"
232,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",37,"[""суп"", ""українська кухня""]"
233,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",16,"[""гаряча страва"", ""запечене""]"
234,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",63,"[""салат"", ""холодна страва""]"
235,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",12,"[""салат"", ""холодна страва""]"
236,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",69,"[""гаряча страва"", ""запечене""]"
237,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",43,"[""салат"", ""холодна страва""]"
238,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",84,"[""суп"", ""гаряча страва"", ""обід""]"
239,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",34,"[""гаряча страва"", ""запечене""]"
240,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",87,"[""гаряча страва"", ""запечене""]"
241,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",76,"[""салат"", ""холодна страва""]"
242,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",10,"[""салат"", ""холодна страва""]"
243,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",27,"[""салат"", ""холодна страва""]"
244,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",45,"[""гаряча страва"", ""борошняне""]"
245,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",25,"[""суп"", ""українська кухня""]"
